	subj	subj_qid	subj_fid	rel_id	rel	rel_schema	obj	obj_qid	obj_fid
3446	Sesto Calende	Q40699	/m/0fsqv0	P47	shares border with		Lake Maggiore	Q14379	/m/034mxc
3447	Madagascar	Q1019	/m/04sj3	P150	contains administrative territorial entity		Tongkin	Q622778	/m/0j0b_
3448	Assam	Q1164	/m/019fm7	P47	shares border with		Irrawaddy River	Q26076	/m/06sb4f
3449	Chiba Prefecture	Q80011	/m/018jmn	P47	shares border with		Japan	Q3476248	
3450	Gmina Mirsk	Q928107	/m/03d20d5	P47	shares border with		Poland	Q7208881	
3451	Kalluvathukkal	Q6353986		P131	located in the administrative territorial entity		Chirakkara	Q5101820	
3452	Rockland County	Q111098	/m/0fm9_	P47	shares border with		New York	Q60	/m/02_286
3453	San Buenaventura	Q490434	/m/0r8bh	P47	shares border with		Pelechuco Municipality	Q1297662	/m/06w7s1y
3454	Gulf of Riga	Q174731	/m/02xkvb	P17	country		Gulf of Riga	Q174731	/m/02xkvb
3455	Oryol	Q3118	/m/02ghz3	P150	contains administrative territorial entity		Tsushima	Q991032	/m/02hgjw
3456	Oryol	Q3118	/m/02ghz3	P1376	capital of		Tsushima	Q991032	/m/02hgjw
3457	Gwinnett County	Q490065	/m/0nzlp	P47	shares border with		Alpharetta	Q1003649	/m/0rwl1
3458	Jack Davis	Q1677014		P69	educated at		Varsity	Q7916133	
3459	Plumas County	Q156342	/m/0l2p7	P47	shares border with		California	Q2933963	/m/025xzfp
3460	Ska Keller	Q71528	/m/06w79cs	P27	country of citizenship	nationality	Green Party	Q3499324	
3461	Harms	Q62415	/m/0cgg1p	P27	country of citizenship	nationality	European Union	Q319328	/m/0bh7x4z
3462	Putin	Q7747	/m/08193	P69	educated at		Kiev	Q1899	/m/02sn34
3463	Gambia	Q1005	/m/0hdx8	P150	contains administrative territorial entity		Swansea Bay	Q3235968	/m/02z0tn
3464	Lamballe	Q240286	/m/08h9vs	P131	located in the administrative territorial entity		Dinan	Q201311	/m/05swyh
3465	Dol-de-Bretagne	Q318432	/m/08t0pf	P131	located in the administrative territorial entity		Lamballe	Q240286	/m/08h9vs
3466	Dol-de-Bretagne	Q318432	/m/08t0pf	P47	shares border with		Lamballe	Q240286	/m/08h9vs
3467	Saint-Brieuc	Q29234	/m/02dyw9	P47	shares border with		Guingamp	Q193808	/m/05_c7r
3468	Henry Hobhouse	Q5723083		P69	educated at		Home Office	Q763388	/m/01gx10
3469	Chur	Q69007	/m/016vjp	P131	located in the administrative territorial entity		Ilanz	Q800945	
3470	Chur	Q69007	/m/016vjp	P47	shares border with		Ilanz	Q800945	
3471	Chur	Q69007	/m/016vjp	P1376	capital of		Ilanz	Q800945	
3472	Time	Q493981	/m/0186dx	P47	shares border with		Time	Q493981	/m/0186dx
3473	Glen Matlock	Q51319	/m/0150mg	P69	educated at		Buzzcocks	Q939329	/m/07jsr
3474	Seoul	Q8684	/m/0hsqf	P1376	capital of		Chung-Ang University	Q41790	/m/04t4f0
3475	Pukapuka	Q1575508		P131	located in the administrative territorial entity		Cook Islands	Q26988	/m/020p1
3476	Tlaxcala	Q82681		P47	shares border with		Tlaxcala	Q82681	
3477	County Mayo	Q178626	/m/01rng	P131	located in the administrative territorial entity		Ballinafad	Q1863414	
3478	County Mayo	Q178626	/m/01rng	P47	shares border with		Ballinafad	Q1863414	
3479	Mayo	Q2161706		P27	country of citizenship	nationality	Royal Military Academy Sandhurst	Q575618	/m/01dnnt
3480	Dunmore	Q1743591		P131	located in the administrative territorial entity		County Galway	Q169923	/m/0m_z3
3481	Gostynin County	Q947480	/m/0dyz_g	P47	shares border with		Poland	Q7208881	
3482	Gostynin County	Q947480	/m/0dyz_g	P150	contains administrative territorial entity		Poland	Q7208881	
3483	Kirkland Lake	Q1362758	/m/01w29c	P131	located in the administrative territorial entity		Ontario	Q1062	/m/04kc4
3484	Hubert Parry	Q354250	/m/0129rp	P69	educated at		Gloucester	Q1532245	
3485	Adrian Boult	Q372697	/m/01w0kw4	P69	educated at		Cornell University	Q49115	/m/01w3v
3486	Ralph Vaughan Williams	Q207947	/m/0kn3g	P69	educated at		Cornell	Q5171491	
3487	Mongolia	Q711	/m/04w8f	P47	shares border with		MAC	Q6824972	
3488	Chen Chi-mai	Q5090717		P69	educated at		Taiwan	Q865	/m/06f32
3489	Taichung	Q245023	/m/01r8pt	P47	shares border with		Tainan	Q140631	/m/02mw80
3490	Lindsey Harding	Q275788	/m/02qdx6j	P54	member of sports team		Duke University	Q168751	/m/0dzst
3491	Lauren Jackson	Q270653	/m/02tdz_	P54	member of sports team		Seattle Storm	Q2056983	
3492	Gabon	Q1000	/m/03548	P47	shares border with		Belgium	Q2894385	
3493	Gabon	Q1000	/m/03548	P150	contains administrative territorial entity		Belgium	Q2894385	
3494	Museum of Contemporary Design and Applied Arts	Q3329765		P131	located in the administrative territorial entity		Switzerland	Q80282	
3495	Antioquia Department	Q123304	/m/0199tc	P47	shares border with		Cordillera Central	Q1115648	/m/096s0p
3496	Bosnia	Q225	/m/0166b	P47	shares border with		Herzegovina	Q189863	/m/016cgn
3497	Bosnia	Q225	/m/0166b	P150	contains administrative territorial entity		Herzegovina	Q189863	/m/016cgn
3498	William Deedes	Q26235984		P27	country of citizenship	nationality	Kent	Q615804	/m/0t3rt
3499	Gifu Prefecture	Q131277	/m/0193fp	P47	shares border with		Japan	Q3476248	
3500	Tunisia	Q948	/m/07fj_	P47	shares border with		Italy	Q3708720	
3501	Benito Mussolini	Q23559	/m/0177g	P27	country of citizenship	nationality	Italy	Q3708720	
3502	Kuyavian-Pomeranian Voivodeship	Q54153	/m/0ls2v	P47	shares border with		Poland	Q7208881	
3503	Sassuolo	Q8598	/m/0clglb	P47	shares border with		Sassuolo	Q8598	/m/0clglb
3504	Andhra Pradesh	Q1159	/m/0yyh	P47	shares border with		Kerala	Q1186	/m/0byh8j
3505	Anupama Chopra	Q526008		P69	educated at		NDTV	Q2985356	/m/06qt_8
3506	Osijek	Q1640	/m/013517	P47	shares border with		Croatia	Q16952783	
3507	Cerritos	Q575316	/m/0r01g	P47	shares border with		California	Q2933963	/m/025xzfp
3508	Cory Booker	Q1135767	/m/06p430	P69	educated at		Newark	Q754753	/m/0txtl
3509	Loretta Weinberg	Q6680994		P69	educated at		Teaneck	Q991387	/m/0xl08
3510	Joan Voss	Q6205524		P69	educated at		North Arlington	Q182289	/m/010cy9
3511	Mitt Romney	Q4496	/m/0271_s	P69	educated at		Bergen County	Q112915	/m/0n5j_
3512	John McCain	Q10390	/m/0bymv	P69	educated at		Bergen County	Q112915	/m/0n5j_
3513	George Washington Bridge	Q125821	/m/019jg3	P131	located in the administrative territorial entity		Palisades Park	Q509764	/m/0xkws
3514	River Murray	Q183078	/m/04_4l	P131	located in the administrative territorial entity		Hindmarsh Island	Q3774690	
3515	Irun	Q200201	/m/04kfdc	P47	shares border with		Gipuzkoa	Q5564085	
3516	Haridas Chaudhuri	Q5657319		P69	educated at		California Institute of Integral Studies	Q3444680	/m/03sr59
3517	Romsey	Q3441263		P131	located in the administrative territorial entity		Hampshire	Q2463662	/m/0s910
3518	Saxony-Anhalt	Q1206	/m/09hrc	P47	shares border with		Germany	Q1350565	
3519	Saxony-Anhalt	Q1206	/m/09hrc	P150	contains administrative territorial entity		Germany	Q1350565	
3520	Kutno County	Q517383	/m/0gg48x	P47	shares border with		Poland	Q7208881	
3521	Kutno County	Q517383	/m/0gg48x	P150	contains administrative territorial entity		Poland	Q7208881	
3522	Ilam Province	Q170570	/m/029my7	P47	shares border with		Iran	Q2043606	
3523	Beirut	Q3820	/m/09bjv	P1376	capital of		Lebanon	Q18711598	
3524	Neil Simon	Q315808	/m/05jjl	P69	educated at		Broadway	Q254416	/m/0f6hv6
3525	Treforest	Q478218		P131	located in the administrative territorial entity		Pontypridd	Q1032468	
3526	Llangefni	Q24664354		P131	located in the administrative territorial entity		Anglesey	Q17582039	
3527	Fort Worth	Q16558	/m/0f2s6	P131	located in the administrative territorial entity		Oklahoma City	Q7082128	
3528	Fort Worth	Q16558	/m/0f2s6	P47	shares border with		Oklahoma City	Q7082128	
3529	Westland	Q26556	/m/012bnw	P47	shares border with		House of Commons	Q11242601	
3530	Westland	Q26556	/m/012bnw	P150	contains administrative territorial entity		House of Commons	Q11242601	
3531	Malawi	Q1020	/m/04tr1	P47	shares border with		Zimbabwe	Q954	/m/088q4
3532	Malawi	Q1020	/m/04tr1	P150	contains administrative territorial entity		Zimbabwe	Q954	/m/088q4
3533	Temuco	Q82128	/m/01rjhh	P131	located in the administrative territorial entity		Villarrica	Q201019	/m/097300
3534	Changsha County	Q1062120	/m/01vm_q	P150	contains administrative territorial entity		China	Q10956965	
3535	Aust-Agder	Q50621	/m/016zzv	P47	shares border with		Skarpengland	Q1903854	/m/0btjxp
3536	Byglandsfjorden	Q2455280	/m/0cwk76	P131	located in the administrative territorial entity		Byglandsfjord	Q1884421	/m/0btk94
3537	Suldal	Q48577	/m/0186hk	P47	shares border with		Sirdal	Q281835	/m/01870n
3538	Benjamin Spock	Q310694	/m/0f7dr	P69	educated at		Pennsylvania	Q1400	/m/05tbn
3539	Geraldo Rivera	Q1368995	/m/014jy6	P69	educated at		ABC	Q2326532	
3540	Cornel West	Q712469	/m/02szmg	P69	educated at		People for the Ethical Treatment of Animals	Q151888	/m/0gj8r
3541	Yuen Long District	Q871442	/m/01nph0	P47	shares border with		Hong Kong	Q8646	/m/03h64
3542	Emmy Klieneberger-Nobel	Q100154		P27	country of citizenship	nationality	London	Q23306	/m/036wy
3543	Emmy Klieneberger-Nobel	Q100154		P69	educated at		London	Q23306	/m/036wy
3544	Khyber Pakhtunkhwa	Q183314	/m/05hwn	P47	shares border with		Punjab	Q22424	/m/075_t2
3545	Coconino County	Q58684	/m/0m24v	P47	shares border with		Arizona	Q17985598	
3546	Maricopa County	Q58691	/m/0m27n	P47	shares border with		Arizona	Q17985598	
3547	Roger Kirkpatrick	Q7358469		P54	member of sports team		Football League	Q1421208	/m/0dg6fx
3548	Linn County	Q485741	/m/0nryt	P47	shares border with		Oregon	Q7101029	
3549	Horka nad Moravou	Q2351272	/m/0bhjmp	P47	shares border with		Moravia	Q6909324	
3550	Siddapur	Q15277618		P131	located in the administrative territorial entity		Hebri	Q5695940	
3551	Southwark	Q7571113		P131	located in the administrative territorial entity		Blackfriars Bridge	Q880843	/m/0fsfj
3552	Stamford Street	Q7597411		P131	located in the administrative territorial entity		Southwark Street	Q7571171	
3553	Oristano	Q13652	/m/0160br	P47	shares border with		Sardinia	Q2778931	
3554	Vernazza	Q270328	/m/0788vm	P47	shares border with		Liguria	Q21476212	
3555	San Gimignano	Q91413	/m/01rm1z	P47	shares border with		Italy	Q3708720	
3556	Sherry	Q11306987		P19	place of birth	birthPlace	Oristano	Q13652	/m/0160br
3557	Orissa	Q22048	/m/01l69g	P47	shares border with		Bharatiya Janata Party	Q10230	/m/0135cw
3558	West Pomeranian Voivodeship	Q54188	/m/018xnc	P47	shares border with		Poland	Q7208881	
3559	Julia Morgan	Q601820	/m/0288yd	P69	educated at		California	Q2933963	/m/025xzfp
3560	Kluczbork County	Q461292	/m/0gzv9v	P47	shares border with		Poland	Q7208881	
3561	Kluczbork County	Q461292	/m/0gzv9v	P150	contains administrative territorial entity		Poland	Q7208881	
3562	Santa Maria	Q314980	/m/06qtsq	P47	shares border with		San Martin	Q7414857	
3563	Lake Oahe	Q474408		P131	located in the administrative territorial entity		Cannon Ball	Q5032751	
3564	Fountain City	Q5474686		P131	located in the administrative territorial entity		Wisconsin	Q8027102	
3565	Langdon Brown Gilkey	Q6485803		P69	educated at		Salt Lake City	Q23337	/m/0f2r6
3566	Avery Dulles	Q546756	/m/03pfh6	P19	place of birth	birthPlace	China	Q10956965	
3567	Avery Dulles	Q546756	/m/03pfh6	P69	educated at		China	Q10956965	
3568	Weigel	Q543475	/m/05dx8z	P27	country of citizenship	nationality	Evanston Township High School	Q5416009	
3569	Kuala Lumpur	Q1865	/m/049d1	P1376	capital of		New Zealand	Q21470645	
3570	Kutaisi	Q172415	/m/0276zg	P131	located in the administrative territorial entity		Tbilisi	Q994	/m/0bm4j
3571	Kutaisi	Q172415	/m/0276zg	P1376	capital of		Tbilisi	Q994	/m/0bm4j
3572	Sverdlovsk Oblast	Q5462	/m/02fsff	P131	located in the administrative territorial entity		Russia	Q3708651	
3573	Sverdlovsk Oblast	Q5462	/m/02fsff	P47	shares border with		Russia	Q3708651	
3574	Henry Percy	Q22579044		P27	country of citizenship	nationality	Northumberland	Q2879177	
3575	La Rochelle	Q82185	/m/0qb48	P47	shares border with		Duke	Q168751	/m/0dzst
3576	The Hague	Q36600	/m/07g0_	P47	shares border with		The Hague	Q36600	/m/07g0_
3577	Jamie Lee Curtis	Q106997	/m/0hwqz	P69	educated at		PBS	Q215616	/m/05xbx
3578	Rothaar Mountains	Q4219	/m/0fbc6d	P131	located in the administrative territorial entity		Sieg	Q152484	/m/01b5dj
3579	Jordan Rhodes	Q326397	/m/0cg1cr	P54	member of sports team		Gillingham	Q2119963	/m/05c4c39
3580	Kanekoa Jacob Texeira	Q3192620		P54	member of sports team		Atlanta Braves	Q461595	/m/0x2p
3581	Shane Victorino	Q3179002	/m/0ccy1d	P54	member of sports team		Los Angeles Angels	Q3259700	
3582	Chiavari	Q266941	/m/083d6x	P131	located in the administrative territorial entity		Genoa	Q3459757	
3583	Chiavari	Q266941	/m/083d6x	P47	shares border with		Genoa	Q3459757	
3584	Lillehammer	Q101341	/m/0h4qc	P47	shares border with		Norway	Q7060816	
3585	Mirabel-aux-Baronnies	Q636374	/m/0c3yl5	P131	located in the administrative territorial entity		Mirabel	Q3315793	
3586	Mirabel-aux-Baronnies	Q636374	/m/0c3yl5	P47	shares border with		Mirabel	Q3315793	
3587	Carpentras	Q202560	/m/02hp0w	P131	located in the administrative territorial entity		Mirabel	Q3315793	
3588	Carpentras	Q202560	/m/02hp0w	P47	shares border with		Mirabel	Q3315793	
3589	Carpentras	Q202560	/m/02hp0w	P1376	capital of		Mirabel	Q3315793	
3590	Grady Booch	Q92803	/m/02q81g	P69	educated at		Rational Software	Q1493633	/m/01xtmx
3591	Brendan Eich	Q92648	/m/0432s9	P69	educated at		Netscape	Q210057	/m/05j3v
3592	Mallee Highway	Q1266897		P131	located in the administrative territorial entity		Pinnaroo	Q3388774	
3593	Lameroo	Q6481781		P131	located in the administrative territorial entity		Parrakie	Q7139730	
3594	Richland County	Q496716	/m/0ncxs	P47	shares border with		Wisconsin	Q8027102	
3595	Montgomery Street	Q3322721	/m/05z1_q	P131	located in the administrative territorial entity		Rhinebeck	Q994367	/m/01mc2x
3596	Yuba County	Q196014	/m/0l3b7	P47	shares border with		California	Q2933963	/m/025xzfp
3597	Jerry Speyer	Q3177503		P69	educated at		New York City	Q60	/m/02_286
3598	Bydgoszcz County	Q750576	/m/0h0rwy	P47	shares border with		Poland	Q7208881	
3599	Bydgoszcz County	Q750576	/m/0h0rwy	P150	contains administrative territorial entity		Poland	Q7208881	
3600	Llanberis	Q1638504	/m/02xdg3	P131	located in the administrative territorial entity		Nantlle Valley	Q1964775	
3601	Nantlle	Q3404501		P131	located in the administrative territorial entity		Corris	Q3398830	
3602	Tanygrisiau	Q3398814		P131	located in the administrative territorial entity		Blaenau Ffestiniog	Q881062	/m/01fb_g
3603	Muskegon County	Q63719	/m/0nj83	P47	shares border with		Michigan	Q6030252	
3604	Cayuga County	Q115182	/m/0drsm	P47	shares border with		New York	Q60	/m/02_286
3605	Notting Hill	Q14935265		P131	located in the administrative territorial entity		London	Q23306	/m/036wy
3606	Fulton County	Q115258	/m/0f62f	P47	shares border with		Indiana	Q3150103	/m/0h6jpq
3607	Sioux City	Q489255	/m/013crh	P131	located in the administrative territorial entity		Iowa	Q2238109	/m/0tj_r
3608	Hayward	Q5687332		P131	located in the administrative territorial entity		California	Q2933963	/m/025xzfp
3609	Heilongjiang	Q19206	/m/017g08	P47	shares border with		Liaoning	Q43934	/m/014ck4
3610	Heilongjiang	Q19206	/m/017g08	P150	contains administrative territorial entity		Liaoning	Q43934	/m/014ck4
3611	Kingdom of Denmark	Q756617		P150	contains administrative territorial entity		Denmark	Q115534	/m/02qpls0
3612	Northeast Greenland National Park	Q309276	/m/0bchb5	P47	shares border with		Greenland	Q5604199	
3613	University of Toledo	Q2302319	/m/02klny	P131	located in the administrative territorial entity		Bowling Green State University	Q895457	/m/01p79b
3614	Yunhe County	Q1335038	/m/080706j	P150	contains administrative territorial entity		Zhejiang	Q16967	/m/0ny1p
3615	Lishui	Q58294	/m/037_vc	P150	contains administrative territorial entity		Japan	Q3476248	
3616	Yosef Mendelevitch	Q2897160	/m/04mk2j	P27	country of citizenship	nationality	Riga	Q4394405	
3617	Svetlogorsk	Q193595	/m/023mdf	P1376	capital of		Russia	Q3708651	
3618	Moquegua	Q1000346	/m/04r1rx	P1376	capital of		Moquegua	Q1000346	/m/04r1rx
3619	Moquegua Region	Q208182	/m/0355j5	P47	shares border with		Pacific Ocean	Q98	/m/05rgl
3620	Moquegua Region	Q208182	/m/0355j5	P150	contains administrative territorial entity		Pacific Ocean	Q98	/m/05rgl
3621	Ilo	Q1000341	/m/06kfjg	P1376	capital of		Moquegua	Q1000346	/m/04r1rx
3622	Yamaguchi Prefecture	Q127264	/m/018_v7	P47	shares border with		Japan	Q3476248	
3623	Hirohito	Q34479	/m/02sm8	P20	place of death	deathPlace	China	Q10956965	
3624	Walter Mosley	Q188117	/m/02v7n7	P69	educated at		Los Angeles	Q970703	
3625	Kielce County	Q1335594	/m/0f39cp	P47	shares border with		Poland	Q7208881	
3626	Radomsko County	Q1135416	/m/0gdsm1	P47	shares border with		Poland	Q7208881	
3627	Radomsko County	Q1135416	/m/0gdsm1	P150	contains administrative territorial entity		Poland	Q7208881	
3628	Brunssum	Q9803	/m/0vj1y	P47	shares border with		Limburg	Q315663	
3629	London Borough of Camden	Q202088	/m/0n9dn	P47	shares border with		Highgate	Q5758546	
3630	Abkhazia	Q23334	/m/011jw	P17	country		South Ossetia	Q23427	/m/01v51r
3631	Abkhazia	Q23334	/m/011jw	P47	shares border with		South Ossetia	Q23427	/m/01v51r
3632	Wilson County	Q374256	/m/0nnzh	P47	shares border with		Tennessee	Q7700003	
3633	Jonathan Head	Q6273382		P69	educated at		BBC News	Q787216	/m/01gw2
3634	Muammar Gaddafi	Q19878	/m/0dxvs	P69	educated at		Libya	Q24064250	
3635	Wicomico County	Q511106	/m/0jdyv	P47	shares border with		Maryland	Q3708363	
3636	Tarnobrzeg County	Q1147594	/m/041vxq	P47	shares border with		Poland	Q7208881	
3637	Tarnobrzeg County	Q1147594	/m/041vxq	P150	contains administrative territorial entity		Poland	Q7208881	
3638	Norman Black	Q5315988		P54	member of sports team		Magnolia Ice Cream	Q6731926	
3639	Beverly Hills	Q4899540		P131	located in the administrative territorial entity		Beverly Hills	Q4899540	
3640	Trevor Hoffman	Q1071829	/m/05dlns	P54	member of sports team		San Diego Padres	Q3360389	
3641	John Seasman	Q10529461		P54	member of sports team		Football League	Q1421208	/m/0dg6fx
3642	Berwick	Q829245		P131	located in the administrative territorial entity		Louisiana	Q6689059	
3643	Republic of Karelia	Q1914	/m/01c93z	P47	shares border with		Russia	Q3708651	
3644	Fond du Lac County	Q494912	/m/0mk_3	P47	shares border with		Wisconsin	Q8027102	
3645	Westmoreland	Q7989266		P131	located in the administrative territorial entity		Jamaica	Q6127251	
3646	Newstead	Q7019856		P131	located in the administrative territorial entity		United Kingdom	Q145	/m/07ssc
3647	Scotch Plains	Q262609	/m/0xt31	P47	shares border with		New Jersey	Q1408	/m/05fjf
3648	Harrison County	Q110904	/m/0mrh9	P47	shares border with		Missouri	Q19346959	
3649	Jacques Toubon	Q1379752	/m/01jsx2	P69	educated at		Justice	Q687937	/m/024r02
3650	Bolotana	Q294746	/m/0gqv59	P47	shares border with		Sardinia	Q2778931	
3651	James VI	Q79972	/m/01nq16	P27	country of citizenship	nationality	Scotland	Q3474402	
3652	Pavel Vrublevsky	Q3701940		P27	country of citizenship	nationality	Duma	Q844793	/m/0l47d
3653	Harry Gregson-Williams	Q314623	/m/04pf4r	P69	educated at		Persia	Q17132693	
3654	Dave Hansen	Q133399		P54	member of sports team		Dualtone Records	Q5494088	
3655	Peter Coutts	Q15129982		P69	educated at		University of Melbourne	Q319078	/m/01_qgp
3656	Przeworsk County	Q1335579	/m/041v1y	P47	shares border with		Poland	Q7208881	
3657	Przeworsk County	Q1335579	/m/041v1y	P150	contains administrative territorial entity		Poland	Q7208881	
3658	Bida	Q16336922		P54	member of sports team		Niger State	Q503932	/m/05r6xl
3659	Mohelnice	Q1942875	/m/07k6fhn	P47	shares border with		Olomouc Region	Q193307	/m/032nly
3660	Buenos Aires	Q1001817		P131	located in the administrative territorial entity		Argentina	Q645291	/m/0b6mhsj
3661	Dominique de Villepin	Q131660	/m/015yb0	P69	educated at		Chile	Q298	/m/01p1v
3662	North Carolina	Q1454	/m/05fkf	P47	shares border with		Brunswick	Q4979480	
3663	Shaartuz	Q2507706	/m/028rl3	P17	country		Shaartuz	Q2507706	/m/028rl3
3664	Daguquan Township	Q11075991		P150	contains administrative territorial entity		Zhangjiajie	Q197379	/m/090960
3665	Michalovce District	Q379320	/m/0db8gd	P47	shares border with		Kosice	Q6433170	
3666	Nivelle	Q1165059	/m/03cwvm0	P131	located in the administrative territorial entity		Toulouse	Q7880	/m/0cbhh
3667	Nivelle	Q1165059	/m/03cwvm0	P47	shares border with		Toulouse	Q7880	/m/0cbhh
3668	Rochefort	Q1216969	/m/03qlmzg	P131	located in the administrative territorial entity		Toulon	Q575533	/m/0sh3f
3669	Rochefort	Q1216969	/m/03qlmzg	P47	shares border with		Toulon	Q575533	/m/0sh3f
3670	Charles-Adolphe Wurtz	Q366051	/m/044h4w	P69	educated at		Sorbonne	Q3413213	
3671	Bronowice	Q145075		P131	located in the administrative territorial entity		Gmina Trzebiel	Q2401677	
3672	Pillau	Q5660	/m/023m8b	P1376	capital of		Yugoslavia	Q36704	/m/087vz
3673	Pasadena	Q7141522		P131	located in the administrative territorial entity		California	Q2933963	/m/025xzfp
3674	Mazandaran Province	Q308864	/m/017_7y	P47	shares border with		Iran	Q2043606	
3675	Mike Davis	Q3313280		P54	member of sports team		Indiana Hoosiers	Q3140337	
3676	Rob Senderoff	Q7340538		P69	educated at		NCAA	Q271805	/m/0gh43
3677	Michael McRobbie	Q6832771		P69	educated at		ESPN	Q3046167	
3678	Athens	Q1524	/m/0n2z	P47	shares border with		Greece	Q17077105	
3679	Athens	Q1524	/m/0n2z	P1376	capital of		Greece	Q17077105	
3680	Olomouc	Q81137	/m/0fs_8	P47	shares border with		Czech Republic	Q5201764	
3681	Court	Q69897	/m/07nmq3	P47	shares border with		Texas Legislature	Q2653964	
3682	Ted Cruz	Q2036942	/m/07j6ty	P69	educated at		U.S.	Q30	/m/09c7w0
3683	Dubois County	Q509848	/m/0ntjd	P47	shares border with		Indiana	Q3150103	/m/0h6jpq
3684	Roubaix	Q34001	/m/01qnm2	P131	located in the administrative territorial entity		Roubaix	Q34001	/m/01qnm2
3685	Roubaix	Q34001	/m/01qnm2	P47	shares border with		Roubaix	Q34001	/m/01qnm2
3686	Roubaix	Q34001	/m/01qnm2	P1376	capital of		Roubaix	Q34001	/m/01qnm2
3687	Lincoln County	Q61294	/m/0p2zy	P47	shares border with		Missouri	Q19346959	
3688	William Hurt	Q105825	/m/016khd	P69	educated at		HBO	Q23633	/m/03mdt
3689	Kevin Cooper	Q1740103		P54	member of sports team		Reserve	Q512561	/m/0xtl5
3690	Friedrich Bachmaier	Q10285970		P27	country of citizenship	nationality	Iron Cross	Q1673071	
3691	Ryan Webb	Q3453876		P54	member of sports team		MLB	Q1163715	/m/09p14
3692	Tony Torcato	Q7823579		P54	member of sports team		Long Beach Armada	Q6672273	
3693	Sakha Republic	Q6605	/m/0fwd8	P47	shares border with		Russia	Q3708651	
3694	Love County	Q489312	/m/0mxxv	P47	shares border with		Oklahoma	Q7082094	
3695	Pickens County	Q949766	/m/0kzmg	P47	shares border with		Mississippi	Q19346956	
3696	Ivrea	Q9409	/m/01y45h	P131	located in the administrative territorial entity		Germany	Q1350565	
3697	Ivrea	Q9409	/m/01y45h	P47	shares border with		Germany	Q1350565	
3698	Laon	Q167141	/m/0l9sc	P131	located in the administrative territorial entity		Clastres	Q322014	/m/03m7jym
3699	Laon	Q167141	/m/0l9sc	P47	shares border with		Clastres	Q322014	/m/03m7jym
3700	Laon	Q167141	/m/0l9sc	P1376	capital of		Clastres	Q322014	/m/03m7jym
3701	Bastogne	Q34021	/m/017wp1	P47	shares border with		101st Airborne Division	Q165256	/m/0sxkw
3702	Frankfurt	Q1794	/m/02z0j	P47	shares border with		Germany	Q1350565	
3703	Frankfurt	Q1794	/m/02z0j	P1376	capital of		Germany	Q1350565	
3704	Newport News	Q335017	/m/0mndw	P47	shares border with		Staten Island	Q18432	/m/0y62n
3705	Chile	Q298	/m/01p1v	P47	shares border with		California	Q2933963	/m/025xzfp
3706	South Carolina	Q1456	/m/06yxd	P47	shares border with		Mississippi	Q19346956	
3707	Kumamoto	Q199889	/m/0gp6_0	P47	shares border with		Kagoshima	Q24065601	
3708	Kumamoto	Q199889	/m/0gp6_0	P150	contains administrative territorial entity		Kagoshima	Q24065601	
3709	Kozani	Q180176	/m/01s2jm	P1376	capital of		Macedonia	Q1289876	/m/0qbf3
3710	Pernambuco	Q40942	/m/01hdpp	P47	shares border with		Santa Justa	Q1786376	/m/0dv4wy
3711	Vologda Oblast	Q2015	/m/02cm_k	P47	shares border with		Russia	Q3708651	
3712	Maharashtra	Q1191	/m/055vr	P47	shares border with		Nagpur	Q3764455	
3713	Cologne	Q14705466		P131	located in the administrative territorial entity		Germany	Q1350565	
3714	Satyendra Pakhale	Q89026		P69	educated at		Coral Gables	Q427559	/m/0rn8q
3715	Chittagong District	Q1074991	/m/09964z	P47	shares border with		Chittagong	Q376749	/m/021j38
3716	Guangzhou	Q16572	/m/0393g	P47	shares border with		Beijing	Q956	/m/01914
3717	Guangzhou	Q16572	/m/0393g	P150	contains administrative territorial entity		Beijing	Q956	/m/01914
3718	Guangzhou	Q16572	/m/0393g	P1376	capital of		Beijing	Q956	/m/01914
3719	Chengdu	Q30002	/m/016v46	P150	contains administrative territorial entity		Shanghai	Q8686	/m/06wjf
3720	Chengdu	Q30002	/m/016v46	P1376	capital of		Shanghai	Q8686	/m/06wjf
3721	Zhongshan District	Q197908	/m/0805jmy	P150	contains administrative territorial entity		Dalian	Q74881	/m/01l3k6
3722	Buenos Aires Province	Q44754	/m/01ly8d	P47	shares border with		Argentina	Q645291	/m/0b6mhsj
3723	Sem	Q1363370	/m/03m8pc8	P131	located in the administrative territorial entity		Norway	Q7060816	
3724	Sem	Q1363370	/m/03m8pc8	P47	shares border with		Norway	Q7060816	
3725	Hull	Q16199683		P27	country of citizenship	nationality	Montreal	Q3476697	
3726	Jeremiah Smith	Q2734279		P69	educated at		Southfield	Q988159	/m/0vm5t
3727	Karachi	Q8660	/m/04cjn	P1376	capital of		Peshawar	Q1113311	/m/0hj6h
3728	Santa Monica	Q976603	/m/010c0b	P131	located in the administrative territorial entity		California	Q2933963	/m/025xzfp
3729	Zagreb	Q1435	/m/0fhzy	P47	shares border with		Yugoslavia	Q36704	/m/087vz
3730	Zagreb	Q1435	/m/0fhzy	P1376	capital of		Yugoslavia	Q36704	/m/087vz
3731	Guy Gardner	Q1376909	/m/02wn02	P69	educated at		OMAC	Q7072683	
3732	Cortina d'Ampezzo	Q41158	/m/02qzmh	P47	shares border with		Italy	Q3708720	
3733	Kirkkonummi	Q748092	/m/01nmdm	P131	located in the administrative territorial entity		Finland	Q5450446	
